network,name,start_time,end_time,latitude,longitude,elevation,components,location_code
XF,H0280,2002-09-22,2005-12-31,27.726999,85.0961,1289.0,BHE BHN BHZ,01
XF,H0290,2002-10-18,2005-12-31,27.7565,85.1119,1162.0,BHE BHN BHZ,01
XF,H0310,2002-12-14,2005-12-31,27.800501,85.004898,512.0,BHE BHN BHZ,01
XF,H0320,2002-12-02,2005-12-31,27.8367,85.151001,937.0,BHE BHN BHZ,01
XF,H0330,2002-10-10,2005-12-31,27.8613,85.116798,494.0,BHE BHN BHZ,01
XF,H0340,2002-10-10,2005-12-31,27.8864,85.150703,545.0,BHE BHN BHZ,01
XF,H0350,2002-10-10,2005-12-31,27.9112,85.139603,525.0,BHE BHN BHZ,01
XF,H0360,2002-10-11,2005-12-31,27.9445,85.164497,618.0,BHE BHN BHZ,01
XF,H0370,2002-10-10,2005-12-31,27.9725,85.186302,595.0,BHE BHN BHZ,01
XF,H0380,2002-10-11,2005-12-31,27.995001,85.206902,1448.0,BHE BHN BHZ,01
XF,H0390,2002-10-11,2005-12-31,28.025101,85.221703,1965.0,BHE BHN BHZ,01
XF,H0400,2002-10-20,2005-12-31,28.057199,85.2267,1932.0,BHE BHN BHZ,01
XF,H0410,2002-10-21,2005-12-31,28.0798,85.256798,1989.0,BHE BHN BHZ,01
XF,H0420,2002-10-20,2005-12-31,28.107,85.2883,2005.0,BHE BHN BHZ,01
XF,H0430,2002-10-20,2005-12-31,28.137899,85.320602,1837.0,BHE BHN BHZ,01
XF,H0440,2002-10-23,2005-12-31,28.1661,85.341599,1442.0,BHE BHN BHZ,01
XF,H0450,2002-10-21,2005-12-31,28.194599,85.350502,1488.0,BHE BHN BHZ,01
XF,H0460,2002-10-21,2005-12-31,28.215099,85.357399,1693.0,BHE BHN BHZ,01
XF,H0470,2002-10-22,2005-12-31,28.251499,85.367599,1757.0,BHE BHN BHZ,01
XF,H0480,2002-10-22,2005-12-31,28.2708,85.379303,1789.0,BHE BHN BHZ,01
XF,H0490,2003-05-04,2005-12-31,28.305901,85.346603,1912.0,BHE BHN BHZ,01
XF,H0500,2003-05-04,2005-12-31,28.341101,85.352402,2243.0,BHE BHN BHZ,01
XF,H0510,2003-05-04,2005-12-31,28.386299,85.348701,2698.0,BHE BHN BHZ,01
XF,H0520,2003-05-05,2005-12-31,28.408501,85.312798,2868.0,BHE BHN BHZ,--
XF,H0530,2003-05-09,2005-12-31,28.453699,85.244797,3035.0,BHE BHN BHZ,--
XF,H0540,2003-05-07,2005-12-31,28.492001,85.222397,3199.0,BHE BHN BHZ,01
XF,H0550,2003-05-03,2005-12-31,28.5168,85.216103,3334.0,BHE BHN BHZ,01
XF,H0560,2003-05-02,2005-12-31,28.562,85.246399,3612.0,BHE BHN BHZ,--
XF,H0570,2003-05-02,2005-12-31,28.594801,85.259804,3714.0,BHE BHN BHZ,--
XF,H0580,2003-05-01,2005-12-31,28.6318,85.269699,3739.0,BHE BHN BHZ,01
XF,H0590,2003-05-01,2005-12-31,28.6691,85.2808,3810.0,BHE BHN BHZ,01
XF,H0600,2003-05-01,2005-12-31,28.711201,85.280296,3887.0,BHE BHN BHZ,--
XF,H0610,2003-04-30,2005-12-31,28.7484,85.303703,3985.0,BHE BHN BHZ,01
XF,H0620,2003-04-30,2005-12-31,28.7859,85.295898,3989.0,BHE BHN BHZ,01
XF,H0630,2003-04-30,2005-12-31,28.819599,85.2939,4042.0,BHE BHN BHZ,01
XF,H0640,2003-04-27,2005-12-31,28.843,85.294502,4028.0,BHE BHN BHZ,01
XF,H0641,2003-05-13,2005-12-31,28.856199,85.2939,4106.0,BHE BHN BHZ,01
XF,H0650,2003-05-04,2005-12-31,28.8955,85.3274,4288.0,BHE BHN BHZ,01
XF,H0655,2003-05-13,2005-12-31,28.8953,85.382401,5113.0,BHE BHN BHZ,01
XF,H0660,2003-04-29,2005-12-31,28.916901,85.4189,4829.0,BHE BHN BHZ,01
